sourceID,sourceAddress,sourceType,sourceLocation,destinationServiceAddress,destinationServiceType,destinationLocation,accessedNodeAddress,accessedNodeType,operation,value,timestamp,normality
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,19.995,1520031890186,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031891785,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520031892318,normal
tempin10,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,write,20.0012,1520031894358,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031895250,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031895732,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520031897054,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11/movement,/derived/boolean,read,0,1520031898325,normal
lightcontrol6,/agent6/lightcontrol6,/lightControler,Bathroom,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6/movement,/derived/boolean,read,0,1520031898366,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031898591,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,20.0302,1520031899883,normal
tempin11,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,write,19.5702,1520031902835,normal
lightcontrol22,/agent22/lightcontrol22,/lightControler,room_3,/agent22/lightcontrol22,/lightControler,room_3,/agent22/lightcontrol22,/lightControler,registerService,none,1520031903040,normal
lightcontrol23,/agent23/lightcontrol23,/lightControler,room_4,/agent23/lightcontrol23,/lightControler,room_4,/agent23/lightcontrol23,/lightControler,registerService,none,1520031903337,normal
tempin23,/agent23/tempin23,/sensorService,room_4,/agent23/tempin23,/sensorService,room_4,/agent23/tempin23,/sensorService,registerService,none,1520031903358,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/movement10,/movementSensor,Livingroom,/agent10/movement10/movement,/derived/boolean,read,0,1520031908411,normal
tempin22,/agent22/tempin22,/sensorService,room_3,/agent22/tempin22,/sensorService,room_3,/agent22/tempin22,/sensorService,registerService,none,1520031911834,normal
movement23,/agent23/movement23,/movementSensor,room_4,/agent23/movement23,/movementSensor,room_4,/agent23/movement23,/movementSensor,registerService,none,1520031912131,normal
lightcontrol5,/agent5/lightcontrol5,/lightControler,Garage,/agent5/movement5,/movementSensor,Garage,/agent5/movement5/movement,/derived/boolean,read,1,1520031912511,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,20.3979,1520031912716,normal
tempin5,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,write,19.652,1520031925282,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.8319,1520031925467,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,20.4505,1520031934599,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,19.6254,1520031934907,normal
tempin10,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,write,20.0283,1520031935112,normal
movement6,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6/movement,/derived/boolean,write,1,1520031935163,normal
lightcontrol24,/agent24/lightcontrol24,/lightControler,room_5,/agent24/lightcontrol24,/lightControler,room_5,/agent24/lightcontrol24,/lightControler,registerService,none,1520031935225,normal
movement24,/agent24/movement24,/movementSensor,room_5,/agent24/movement24,/movementSensor,room_5,/agent24/movement24,/movementSensor,registerService,none,1520031935337,normal
tempin6,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,write,19.6995,1520031935389,normal
tempin25,/agent25/tempin25,/sensorService,room_6,/agent25/tempin25,/sensorService,room_6,/agent25/tempin25,/sensorService,registerService,none,1520031936496,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031937418,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031938310,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520031939017,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031939222,normal
lightcontrol6,/agent6/lightcontrol6,/lightControler,Bathroom,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6/movement,/derived/boolean,read,0,1520031940268,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11/movement,/derived/boolean,read,0,1520031948826,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031954495,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,20.141,1520031972678,normal
lightcontrol14,/agent14/lightcontrol14,/lightControler,Showerroom,/agent14/movement14,/movementSensor,Showerroom,/agent14/movement14/movement,/derived/boolean,read,0,1520031974216,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520031977455,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520031978961,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/movement10,/movementSensor,Livingroom,/agent10/movement10/movement,/derived/boolean,read,0,1520031979156,normal
lightcontrol5,/agent5/lightcontrol5,/lightControler,Garage,/agent5/movement5,/movementSensor,Garage,/agent5/movement5/movement,/derived/boolean,read,1,1520031979402,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520031981165,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520031983492,normal
lightcontrol25,/agent25/lightcontrol25,/lightControler,room_6,/agent25/lightcontrol25,/lightControler,room_6,/agent25/lightcontrol25,/lightControler,registerService,none,1520031989355,normal
tempin24,/agent24/tempin24,/sensorService,room_5,/agent24/tempin24,/sensorService,room_5,/agent24/tempin24,/sensorService,registerService,none,1520031989355,normal
movement26,/agent26/movement26,/movementSensor,room_7,/agent26/movement26,/movementSensor,room_7,/agent26/movement26,/movementSensor,registerService,none,1520031989385,normal
tempin11,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,write,20.448,1520031989795,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,20.1077,1520031990933,normal
tempin28,/agent28/tempin28,/sensorService,room_9,/agent28/tempin28,/sensorService,room_9,/agent28/tempin28,/sensorService,registerService,none,1520031990943,normal
movement25,/agent25/movement25,/movementSensor,room_6,/agent25/movement25,/movementSensor,room_6,/agent25/movement25,/movementSensor,registerService,none,1520031990995,normal
movement6,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6/lastChange,/basic/number,write,1521216782996,1520031991046,normal
tempin26,/agent26/tempin26,/sensorService,room_7,/agent26/tempin26,/sensorService,room_7,/agent26/tempin26,/sensorService,registerService,none,1520031991046,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.877,1520031991056,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,19.9342,1520031991118,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11/movement,/derived/boolean,read,0,1520031995802,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520031996089,normal
movement27,/agent27/movement27,/movementSensor,room_8,/agent27/movement27,/movementSensor,room_8,/agent27/movement27,/movementSensor,registerService,none,1520031998200,normal
tempin5,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,write,20.4309,1520031998364,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520031998385,normal
lightcontrol26,/agent26/lightcontrol26,/lightControler,room_7,/agent26/lightcontrol26,/lightControler,room_7,/agent26/lightcontrol26,/lightControler,registerService,none,1520031998457,normal
tempin27,/agent27/tempin27,/sensorService,room_8,/agent27/tempin27,/sensorService,room_8,/agent27/tempin27,/sensorService,registerService,none,1520031998457,normal
tempin10,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,write,19.8495,1520031998539,normal
lightcontrol6,/agent6/lightcontrol6,/lightControler,Bathroom,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6/movement,/derived/boolean,read,1,1520031998733,normal
lightcontrol27,/agent27/lightcontrol27,/lightControler,room_8,/agent27/lightcontrol27,/lightControler,room_8,/agent27/lightcontrol27,/lightControler,registerService,none,1520031998949,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,20.4105,1520031999031,normal
lightcontrol29,/agent29/lightcontrol29,/lightControler,room_10,/agent29/lightcontrol29,/lightControler,room_10,/agent29/lightcontrol29,/lightControler,registerService,none,1520031999051,normal
movement29,/agent29/movement29,/movementSensor,room_10,/agent29/movement29,/movementSensor,room_10,/agent29/movement29,/movementSensor,registerService,none,1520031999113,normal
tempin6,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,write,20.1277,1520031999143,normal
tempin23,/agent23/tempin23,/sensorService,room_4,/agent23/tempin23,/sensorService,room_4,/agent23/tempin23,/sensorService,write,19.7564,1520031999236,normal
lightcontrol28,/agent28/lightcontrol28,/lightControler,room_9,/agent28/lightcontrol28,/lightControler,room_9,/agent28/lightcontrol28,/lightControler,registerService,none,1520031999379,normal
movement28,/agent28/movement28,/movementSensor,room_9,/agent28/movement28,/movementSensor,room_9,/agent28/movement28,/movementSensor,registerService,none,1520031999492,normal
tempin29,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,room_10,/agent29/tempin29,/sensorService,registerService,none,1520031999656,normal
battery2,/agent5/battery2,/batteryService,Garage,/agent5/battery2,/batteryService,Garage,/agent5/battery2,/batteryService,registerService,none,1520031999738,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520032002772,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,19.8989,1520032003254,normal
lightcontrol6,/agent6/lightcontrol6,/lightControler,Bathroom,/agent6/lightcontrol6,/lightControler,Bathroom,/agent6/lightcontrol6/lightOn,/derived/boolean,write,1,1520032003346,normal
battery3,/agent4/battery3,/batteryService,Kitchen,/agent4/battery3,/batteryService,Kitchen,/agent4/battery3,/batteryService,registerService,none,1520032003377,normal
battery6,/agent12/battery6,/batteryService,Entrance,/agent12/battery6,/batteryService,Entrance,/agent12/battery6,/batteryService,registerService,none,1520032003479,normal
battery5,/agent12/battery5,/batteryService,Entrance,/agent12/battery5,/batteryService,Entrance,/agent12/battery5,/batteryService,registerService,none,1520032003520,normal
battery1,/agent5/battery1,/batteryService,Garage,/agent5/battery1,/batteryService,Garage,/agent5/battery1,/batteryService,registerService,none,1520032003664,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520032004586,normal
lightcontrol5,/agent5/lightcontrol5,/lightControler,Garage,/agent5/movement5,/movementSensor,Garage,/agent5/movement5/movement,/derived/boolean,read,1,1520032005160,normal
doorlock1,/agent3/doorlock1,/doorLockService,Dinningroom,/agent3/doorlock1,/doorLockService,Dinningroom,/agent3/doorlock1,/doorLockService,registerService,none,1520032006657,normal
battery4,/agent11/battery4,/batteryService,Watterroom,/agent11/battery4,/batteryService,Watterroom,/agent11/battery4,/batteryService,registerService,none,1520032011167,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032011423,normal
doorlock2,/agent10/doorlock2,/doorLockService,Livingroom,/agent10/doorlock2,/doorLockService,Livingroom,/agent10/doorlock2,/doorLockService,registerService,none,1520032013606,normal
lightcontrol14,/agent14/lightcontrol14,/lightControler,Showerroom,/agent14/movement14,/movementSensor,Showerroom,/agent14/movement14/movement,/derived/boolean,read,0,1520032014016,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520032014580,normal
doorlock3,/agent12/doorlock3,/doorLockService,Entrance,/agent12/doorlock3,/doorLockService,Entrance,/agent12/doorlock3,/doorLockService,registerService,none,1520032015123,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,19.5407,1520032015226,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/movement10,/movementSensor,Livingroom,/agent10/movement10/movement,/derived/boolean,read,0,1520032016179,normal
tempin11,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,write,20.1878,1520032016794,normal
doorlock5,/agent21/doorlock5,/doorLockService,room_2,/agent21/doorlock5,/doorLockService,room_2,/agent21/doorlock5,/doorLockService,registerService,none,1520032017942,normal
doorlock4,/agent20/doorlock4,/doorLockService,room_1,/agent20/doorlock4,/doorLockService,room_1,/agent20/doorlock4,/doorLockService,registerService,none,1520032017952,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520032019121,normal
heatingcontrol2,/agent11/heatingcontrol2,/thermostat,Watterroom,/agent11/heatingcontrol2,/thermostat,Watterroom,/agent11/heatingcontrol2,/thermostat,registerService,none,1520032023036,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520032023528,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,19.5759,1520032023825,normal
heatingcontrol1,/agent3/heatingcontrol1,/thermostat,Dinningroom,/agent3/heatingcontrol1,/thermostat,Dinningroom,/agent3/heatingcontrol1,/thermostat,registerService,none,1520032023836,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,19.8346,1520032023846,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11/movement,/derived/boolean,read,0,1520032024010,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520032024276,normal
tempin5,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,write,20.4532,1520032025773,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520032025916,normal
lightcontrol5,/agent5/lightcontrol5,/lightControler,Garage,/agent5/movement5,/movementSensor,Garage,/agent5/movement5/movement,/derived/boolean,read,1,1520032025947,normal
tempin10,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,write,19.632,1520032028356,normal
heatingcontrol3,/agent12/heatingcontrol3,/thermostat,Entrance,/agent12/heatingcontrol3,/thermostat,Entrance,/agent12/heatingcontrol3,/thermostat,registerService,none,1520032029289,normal
washingmachine1,/agent6/washingmachine1,/washingService,Bathroom,/agent6/washingmachine1,/washingService,Bathroom,/agent6/washingmachine1,/washingService,registerService,none,1520032030836,normal
washingmachine2,/agent11/washingmachine2,/washingService,Watterroom,/agent11/washingmachine2,/washingService,Watterroom,/agent11/washingmachine2,/washingService,registerService,none,1520032030857,normal
heatingcontrol4,/agent25/heatingcontrol4,/thermostat,room_6,/agent25/heatingcontrol4,/thermostat,room_6,/agent25/heatingcontrol4,/thermostat,registerService,none,1520032031093,normal
washingmachine3,/agent14/washingmachine3,/washingService,Showerroom,/agent14/washingmachine3,/washingService,Showerroom,/agent14/washingmachine3,/washingService,registerService,none,1520032031103,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,19.8776,1520032031995,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032032558,normal
tempin23,/agent23/tempin23,/sensorService,room_4,/agent23/tempin23,/sensorService,room_4,/agent23/tempin23,/sensorService,write,19.6612,1520032032804,normal
tempin21,/agent21/tempin21,/sensorService,room_2,/agent21/tempin21,/sensorService,room_2,/agent21/tempin21,/sensorService,write,19.9497,1520032033214,normal
lightcontrol6,/agent6/lightcontrol6,/lightControler,Bathroom,/agent6/movement6,/movementSensor,Bathroom,/agent6/movement6/movement,/derived/boolean,read,1,1520032035080,normal
lightcontrol20,/agent20/lightcontrol20,/lightControler,room_1,/agent20/movement20,/movementSensor,room_1,/agent20/movement20/movement,/derived/boolean,read,0,1520032035510,normal
lightcontrol1,/agent1/lightcontrol1,/lightControler,BedroomChildren,/agent1/movement1,/movementSensor,BedroomChildren,/agent1/movement1/movement,/derived/boolean,read,0,1520032035613,normal
tempin20,/agent20/tempin20,/sensorService,room_1,/agent20/tempin20,/sensorService,room_1,/agent20/tempin20,/sensorService,write,20.276,1520032035726,normal
lightcontrol14,/agent14/lightcontrol14,/lightControler,Showerroom,/agent14/movement14,/movementSensor,Showerroom,/agent14/movement14/movement,/derived/boolean,read,0,1520032035756,normal
tempin14,/agent14/tempin14,/sensorService,Showerroom,/agent14/tempin14,/sensorService,Showerroom,/agent14/tempin14,/sensorService,write,19.9523,1520032035951,normal
tempin2,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,write,19.6815,1520032036689,normal
tempin6,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,write,20.0496,1520032037027,normal
tempin1,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,write,20.1338,1520032037140,normal
lightcontrol10,/agent10/lightcontrol10,/lightControler,Livingroom,/agent10/movement10,/movementSensor,Livingroom,/agent10/movement10/movement,/derived/boolean,read,0,1520032037632,normal
tempin11,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,write,20.2199,1520032038514,normal
lightcontrol4,/agent4/lightcontrol4,/lightControler,Kitchen,/agent4/movement4,/movementSensor,Kitchen,/agent4/movement4/movement,/derived/boolean,read,0,1520032040113,normal
heatingcontrol4,/agent25/heatingcontrol4,/thermostat,room_6,/agent20/tempin20,/sensorService,room_1,/agent20/tempin20,/sensorService,read,20.276,1520032041199,normal
heatingcontrol4,/agent25/heatingcontrol4,/thermostat,room_6,/agent21/tempin21,/sensorService,room_2,/agent21/tempin21,/sensorService,read,19.9497,1520032042029,normal
heatingcontrol4,/agent25/heatingcontrol4,/thermostat,room_6,/agent23/tempin23,/sensorService,room_4,/agent23/tempin23,/sensorService,read,19.6612,1520032043444,normal
lightcontrol22,/agent22/lightcontrol22,/lightControler,room_3,/agent22/movement22,/movementSensor,room_3,/agent22/movement22/movement,/derived/boolean,read,0,1520032043505,normal
heatingcontrol4,/agent25/heatingcontrol4,/thermostat,room_6,/agent25/heatingcontrol4,/thermostat,room_6,/agent25/heatingcontrol4,/thermostat,write,1,1520032044151,normal
lightcontrol3,/agent3/lightcontrol3,/lightControler,Dinningroom,/agent3/movement3,/movementSensor,Dinningroom,/agent3/movement3/movement,/derived/boolean,read,1,1520032044284,normal
lightcontrol11,/agent11/lightcontrol11,/lightControler,Watterroom,/agent11/movement11,/movementSensor,Watterroom,/agent11/movement11/movement,/derived/boolean,read,0,1520032045104,normal
lightcontrol2,/agent2/lightcontrol2,/lightControler,BedroomParents,/agent2/movement2,/movementSensor,BedroomParents,/agent2/movement2/movement,/derived/boolean,read,1,1520032045135,normal
tempin3,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,write,20.2705,1520032045422,normal
tempin13,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,write,20.2783,1520032045494,normal
tempin5,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,write,19.8589,1520032046796,normal
lightcontrol5,/agent5/lightcontrol5,/lightControler,Garage,/agent5/movement5,/movementSensor,Garage,/agent5/movement5/movement,/derived/boolean,read,1,1520032046939,normal
lightcontrol12,/agent12/lightcontrol12,/lightControler,Entrance,/agent12/movement12,/movementSensor,Entrance,/agent12/movement12/movement,/derived/boolean,read,0,1520032047308,normal
heatingcontrol3,/agent12/heatingcontrol3,/thermostat,Entrance,/agent13/tempin13,/sensorService,Bedroom,/agent13/tempin13,/sensorService,read,20.2783,1520032049184,normal
tempin10,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,write,20.4103,1520032049461,normal
heatingcontrol1,/agent3/heatingcontrol1,/thermostat,Dinningroom,/agent1/tempin1,/sensorService,BedroomChildren,/agent1/tempin1,/sensorService,read,20.1338,1520032049717,normal
heatingcontrol1,/agent3/heatingcontrol1,/thermostat,Dinningroom,/agent2/tempin2,/sensorService,BedroomParents,/agent2/tempin2,/sensorService,read,19.6815,1520032050896,normal
heatingcontrol3,/agent12/heatingcontrol3,/thermostat,Entrance,/agent14/tempin14,/sensorService,Showerroom,/agent14/tempin14,/sensorService,read,19.9523,1520032050896,normal
doorlock4,/agent20/doorlock4,/doorLockService,room_1,/agent20/doorlock4,/doorLockService,room_1,/agent20/doorlock4/open,/basic/text,write,false,1520032051234,normal
heatingcontrol3,/agent12/heatingcontrol3,/thermostat,Entrance,/agent12/heatingcontrol3,/thermostat,Entrance,/agent12/heatingcontrol3,/thermostat,write,1,1520032051254,normal
heatingcontrol1,/agent3/heatingcontrol1,/thermostat,Dinningroom,/agent3/tempin3,/sensorService,Dinningroom,/agent3/tempin3,/sensorService,read,20.2705,1520032051552,normal
heatingcontrol2,/agent11/heatingcontrol2,/thermostat,Watterroom,/agent10/tempin10,/sensorService,Livingroom,/agent10/tempin10,/sensorService,read,20.4103,1520032051900,normal
heatingcontrol1,/agent3/heatingcontrol1,/thermostat,Dinningroom,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,read,19.8776,1520032052064,normal
doorlock5,/agent21/doorlock5,/doorLockService,room_2,/agent21/doorlock5,/doorLockService,room_2,/agent21/doorlock5/open,/basic/text,write,false,1520032052525,normal
heatingcontrol2,/agent11/heatingcontrol2,/thermostat,Watterroom,/agent11/tempin11,/sensorService,Watterroom,/agent11/tempin11,/sensorService,read,20.2199,1520032053725,normal
tempin4,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,Kitchen,/agent4/tempin4,/sensorService,write,20.1928,1520032053848,normal
tempin23,/agent23/tempin23,/sensorService,room_4,/agent23/tempin23,/sensorService,room_4,/agent23/tempin23,/sensorService,write,20.4416,1520032053868,normal
heatingcontrol1,/agent3/heatingcontrol1,/thermostat,Dinningroom,/agent5/tempin5,/sensorService,Garage,/agent5/tempin5,/sensorService,read,19.8589,1520032054094,normal
lightcontrol21,/agent21/lightcontrol21,/lightControler,room_2,/agent21/movement21,/movementSensor,room_2,/agent21/movement21/movement,/derived/boolean,read,0,1520032054483,normal
lightcontrol13,/agent13/lightcontrol13,/lightControler,Bedroom,/agent13/movement13,/movementSensor,Bedroom,/agent13/movement13/movement,/derived/boolean,read,0,1520032054596,normal
tempin21,/agent21/tempin21,/sensorService,room_2,/agent21/tempin21,/sensorService,room_2,/agent21/tempin21,/sensorService,write,19.6395,1520032055324,normal
doorlock3,/agent12/doorlock3,/doorLockService,Entrance,/agent12/doorlock3,/doorLockService,Entrance,/agent12/doorlock3/open,/basic/text,write,false,1520032056226,normal
heatingcontrol2,/agent11/heatingcontrol2,/thermostat,Watterroom,/agent11/heatingcontrol2,/thermostat,Watterroom,/agent11/heatingcontrol2,/thermostat,write,1,1520032056472,normal
heatingcontrol1,/agent3/heatingcontrol1,/thermostat,Dinningroom,/agent6/tempin6,/sensorService,Bathroom,/agent6/tempin6,/sensorService,read,20.0496,1520032056625,normal
tempin14,/agent14/tempin14,/sensorService,Showerroom,/agent14/tempin14,/sensorService,Showerroom,/agent14/tempin14,/sensorService,write,19.5472,1520032057097,normal
